Time,Temperature(C),Humidity(%),Light(lux),Behavior
2025-04-04 16:20,25.4,61.3,2685,Eating
2025-04-04 16:30,28.3,59.6,1932,Running
2025-04-04 16:40,27.7,65.5,1700,Eating
2025-04-04 16:50,28.1,58.3,1237,Running
2025-04-04 17:00,29.5,57.3,1743,Running
2025-04-04 17:10,28.1,62.7,1848,Running
2025-04-04 17:20,28.4,61.8,899,Running
2025-04-04 17:30,30.1,66.7,1714,Running
2025-04-04 17:40,28.2,63.8,1452,Running
2025-04-04 17:50,27.8,63.7,1649,Running
2025-04-04 18:00,29.4,59.5,1786,Running
2025-04-04 18:10,28.3,61.8,1719,Running
2025-04-04 18:20,27.8,54.3,1890,Running
2025-04-04 18:30,28.0,58.8,822,Running
2025-04-04 18:40,28.3,58.0,2700,Running
2025-04-04 18:50,30.7,58.0,2026,Eating
2025-04-04 19:00,25.0,62.8,700,Running
2025-04-04 19:10,25.9,60.1,1706,Running
2025-04-04 19:20,26.5,60.7,1772,Running
2025-04-04 19:30,29.8,56.0,2492,Eating
2025-04-04 19:40,27.5,58.9,1310,Running
2025-04-04 19:50,28.1,59.1,1617,Running
2025-04-04 20:00,28.4,58.9,1360,Running
2025-04-04 20:10,25.8,62.6,980,Eating
2025-04-04 20:20,26.7,61.8,2441,Eating
2025-04-04 20:30,30.3,67.7,2181,Running
2025-04-04 20:40,27.9,62.3,1059,Running
2025-04-04 20:50,26.4,61.2,1474,Running
2025-04-04 21:00,25.0,63.0,2051,Sleeping
2025-04-04 21:10,30.0,54.5,729,Grooming
2025-04-04 21:20,30.4,59.7,700,Sleeping
2025-04-04 21:30,27.2,59.6,1748,Sleeping
2025-04-04 21:40,26.4,61.9,1200,Sleeping
2025-04-04 21:50,27.4,62.1,1840,Sleeping
2025-04-04 22:00,26.8,61.0,700,Grooming
2025-04-04 22:10,29.1,56.6,1952,Sleeping
2025-04-04 22:20,26.2,62.1,2697,Sleeping
2025-04-04 22:30,26.2,58.2,1217,Sleeping
2025-04-04 22:40,27.5,56.4,972,Idle
2025-04-04 22:50,25.0,55.0,1417,Idle
2025-04-04 23:00,27.8,58.4,1993,Sleeping
2025-04-04 23:10,31.7,57.8,845,Idle
2025-04-04 23:20,26.9,61.2,1024,Sleeping
2025-04-04 23:30,27.5,56.3,1200,Sleeping
2025-04-04 23:40,27.2,69.3,700,Grooming
2025-04-04 23:50,26.3,59.6,2416,Grooming
2025-04-05 00:00,27.4,58.7,1366,Sleeping
2025-04-05 00:10,25.0,67.1,2079,Sleeping
2025-04-05 00:20,30.6,64.0,2003,Grooming
2025-04-05 00:30,25.0,59.2,1814,Grooming
2025-04-05 00:40,27.0,65.9,922,Idle
2025-04-05 00:50,31.0,68.6,1379,Idle
2025-04-05 01:00,25.2,63.7,1774,Idle
2025-04-05 01:10,27.8,62.9,1586,Sleeping
2025-04-05 01:20,25.0,55.0,981,Idle
2025-04-05 01:30,27.1,62.1,1296,Sleeping
2025-04-05 01:40,27.4,62.3,1834,Sleeping
2025-04-05 01:50,30.3,64.0,1082,Sleeping
2025-04-05 02:00,27.9,55.7,1676,Sleeping
2025-04-05 02:10,31.0,57.9,2041,Idle
2025-04-05 02:20,31.4,61.3,1392,Grooming
2025-04-05 02:30,27.8,58.6,2096,Grooming
2025-04-05 02:40,25.5,51.8,2117,Sleeping
2025-04-05 02:50,28.0,57.7,700,Idle
2025-04-05 03:00,27.1,52.2,1700,Grooming
2025-04-05 03:10,29.2,53.3,1612,Sleeping
2025-04-05 03:20,28.0,58.4,1462,Sleeping
2025-04-05 03:30,27.2,57.4,1400,Sleeping
2025-04-05 03:40,26.1,58.8,1145,Sleeping
2025-04-05 03:50,30.5,53.3,1930,Idle
2025-04-05 04:00,31.4,61.9,1910,Idle
2025-04-05 04:10,27.3,60.3,1162,Sleeping
2025-04-05 04:20,28.3,57.0,1307,Sleeping
2025-04-05 04:30,26.5,59.8,1786,Sleeping
2025-04-05 04:40,25.0,57.8,1986,Idle
2025-04-05 04:50,26.3,57.2,2308,Sleeping
2025-04-05 05:00,32.7,60.4,1768,Idle
2025-04-05 05:10,29.5,59.1,1072,Sleeping
2025-04-05 05:20,28.3,58.1,2271,Idle
2025-04-05 05:30,29.9,65.4,1479,Idle
2025-04-05 05:40,30.4,62.1,2175,Sleeping
2025-04-05 05:50,28.2,52.8,984,Sleeping
2025-04-05 06:00,28.2,52.6,1448,Eating
2025-04-05 06:10,32.1,63.5,1352,Grooming
2025-04-05 06:20,26.7,57.5,1512,Eating
2025-04-05 06:30,32.1,59.7,1560,Grooming
2025-04-05 06:40,29.5,59.2,1629,Eating
2025-04-05 06:50,27.2,65.7,1850,Eating
2025-04-05 07:00,25.0,60.3,1061,Eating
2025-04-05 07:10,25.5,59.3,2155,Eating
2025-04-05 07:20,30.4,62.5,1138,Grooming
2025-04-05 07:30,30.9,57.0,937,Eating
2025-04-05 07:40,27.0,59.9,1327,Eating
2025-04-05 07:50,25.0,64.4,2344,Grooming
2025-04-05 08:00,25.0,52.2,1183,Eating
2025-04-05 08:10,30.2,61.0,1512,Grooming
2025-04-05 08:20,28.7,61.1,1812,Eating
2025-04-05 08:30,28.7,55.5,2058,Grooming
2025-04-05 08:40,29.1,58.4,983,Eating
2025-04-05 08:50,27.0,60.0,1589,Eating
2025-04-05 09:00,28.5,55.2,737,Grooming
2025-04-05 09:10,25.5,59.7,1645,Eating
2025-04-05 09:20,34.8,52.3,1616,Grooming
2025-04-05 09:30,29.3,62.0,2077,Grooming
2025-04-05 09:40,27.4,61.8,952,Grooming
2025-04-05 09:50,29.5,58.3,1581,Eating
2025-04-05 10:00,25.0,60.8,1989,Grooming
2025-04-05 10:10,27.1,63.1,1350,Running
2025-04-05 10:20,25.1,61.9,1240,Eating
2025-04-05 10:30,29.2,53.9,1662,Idle
2025-04-05 10:40,27.2,59.0,1617,Running
2025-04-05 10:50,25.6,67.6,2224,Idle
2025-04-05 11:00,31.4,59.0,1568,Eating
2025-04-05 11:10,26.8,57.9,2171,Eating
2025-04-05 11:20,29.3,56.0,1568,Running
2025-04-05 11:30,30.5,63.8,1685,Idle
2025-04-05 11:40,27.0,53.8,1247,Eating
2025-04-05 11:50,29.5,55.7,700,Eating
2025-04-05 12:00,29.9,59.0,1059,Running
2025-04-05 12:10,27.8,67.7,1904,Grooming
2025-04-05 12:20,27.7,56.3,1706,Running
2025-04-05 12:30,29.3,60.9,1465,Running
2025-04-05 12:40,26.1,68.4,1019,Grooming
2025-04-05 12:50,25.6,62.5,1467,Eating
2025-04-05 13:00,28.8,52.7,1034,Idle
2025-04-05 13:10,26.4,62.4,700,Idle
2025-04-05 13:20,25.2,58.9,1025,Idle
2025-04-05 13:30,25.0,65.5,759,Eating
2025-04-05 13:40,28.5,56.7,773,Idle
2025-04-05 13:50,27.2,57.2,2083,Idle
2025-04-05 14:00,27.8,62.4,824,Eating
2025-04-05 14:10,30.7,61.5,795,Eating
2025-04-05 14:20,27.3,59.0,2513,Idle
2025-04-05 14:30,29.3,53.6,1939,Idle
2025-04-05 14:40,30.2,62.7,1712,Idle
2025-04-05 14:50,27.9,61.3,703,Idle
2025-04-05 15:00,26.6,58.9,1987,Running
2025-04-05 15:10,30.4,64.9,2181,Grooming
2025-04-05 15:20,25.6,68.8,1975,Idle
2025-04-05 15:30,25.1,55.7,989,Eating
2025-04-05 15:40,27.3,62.5,1395,Running
2025-04-05 15:50,26.7,61.8,1290,Running
2025-04-05 16:00,26.2,65.4,1795,Eating
2025-04-05 16:10,27.9,63.4,1418,Running
2025-04-05 16:20,26.1,60.3,2308,Grooming
2025-04-05 16:30,31.6,64.0,1996,Idle
2025-04-05 16:40,28.7,59.3,2582,Eating
2025-04-05 16:50,26.4,59.2,1318,Running
2025-04-05 17:00,29.0,63.7,700,Running
2025-04-05 17:10,29.5,57.1,1185,Running
2025-04-05 17:20,26.7,58.9,2231,Running
2025-04-05 17:30,27.7,61.6,1288,Running
2025-04-05 17:40,25.0,61.4,2079,Running
2025-04-05 17:50,28.0,59.2,1059,Running
2025-04-05 18:00,27.6,65.5,1732,Eating
2025-04-05 18:10,25.5,58.5,1676,Eating
2025-04-05 18:20,27.0,60.1,1135,Running
2025-04-05 18:30,28.6,59.5,1317,Running
2025-04-05 18:40,26.7,64.7,2141,Running
2025-04-05 18:50,25.1,58.1,1108,Running
2025-04-05 19:00,30.0,57.2,2264,Running
2025-04-05 19:10,28.6,56.7,1901,Running
2025-04-05 19:20,26.1,61.1,1790,Running
2025-04-05 19:30,26.1,56.4,753,Eating
2025-04-05 19:40,29.2,60.7,1480,Running
2025-04-05 19:50,29.5,58.3,1172,Running
2025-04-05 20:00,29.4,56.6,1729,Running
2025-04-05 20:10,30.1,57.6,1195,Running
2025-04-05 20:20,29.2,59.9,1981,Running
2025-04-05 20:30,29.8,62.3,1483,Running
2025-04-05 20:40,25.2,58.8,1461,Eating
2025-04-05 20:50,29.9,51.8,1446,Running
2025-04-05 21:00,27.0,63.6,700,Sleeping
2025-04-05 21:10,28.3,59.6,1720,Sleeping
2025-04-05 21:20,27.2,60.8,1575,Sleeping
2025-04-05 21:30,29.8,52.0,1721,Sleeping
2025-04-05 21:40,28.5,60.2,2459,Idle
2025-04-05 21:50,30.2,59.0,2700,Idle
2025-04-05 22:00,32.0,70.0,2363,Sleeping
2025-04-05 22:10,26.7,58.8,2205,Sleeping
2025-04-05 22:20,30.1,59.4,1576,Idle
2025-04-05 22:30,27.7,57.1,1749,Sleeping
2025-04-05 22:40,28.6,57.5,1126,Sleeping
2025-04-05 22:50,31.0,63.3,1599,Grooming
2025-04-05 23:00,28.7,63.8,1936,Sleeping
2025-04-05 23:10,30.1,60.3,700,Idle
2025-04-05 23:20,27.3,58.6,1305,Sleeping
2025-04-05 23:30,29.2,57.7,1712,Sleeping
2025-04-05 23:40,28.8,60.3,1703,Sleeping
2025-04-05 23:50,27.7,65.7,2438,Sleeping
2025-04-06 00:00,25.9,62.7,2383,Grooming
2025-04-06 00:10,25.0,58.2,2003,Idle
2025-04-06 00:20,28.8,57.5,1787,Sleeping
2025-04-06 00:30,28.0,65.3,1436,Grooming
2025-04-06 00:40,26.7,56.9,1820,Sleeping
2025-04-06 00:50,28.3,54.0,2700,Idle
2025-04-06 01:00,28.5,60.1,700,Grooming
2025-04-06 01:10,29.3,66.7,829,Grooming
2025-04-06 01:20,26.3,60.0,1912,Sleeping
2025-04-06 01:30,33.3,65.7,1319,Sleeping
2025-04-06 01:40,26.7,57.7,1448,Sleeping
2025-04-06 01:50,26.2,70.0,1566,Idle
2025-04-06 02:00,25.0,65.2,1673,Idle
2025-04-06 02:10,28.0,55.7,1436,Sleeping
2025-04-06 02:20,31.1,59.3,1810,Idle
2025-04-06 02:30,30.7,54.6,868,Idle
2025-04-06 02:40,25.0,60.2,1402,Idle
2025-04-06 02:50,27.0,60.4,1735,Sleeping
2025-04-06 03:00,28.9,56.1,1140,Sleeping
2025-04-06 03:10,29.1,54.2,1303,Grooming
2025-04-06 03:20,28.0,53.8,2451,Sleeping
2025-04-06 03:30,31.2,58.1,1760,Grooming
2025-04-06 03:40,32.1,64.2,1811,Idle
2025-04-06 03:50,28.6,65.7,1043,Sleeping
2025-04-06 04:00,31.1,65.4,1368,Idle
2025-04-06 04:10,28.2,51.9,1905,Idle
2025-04-06 04:20,29.9,65.3,1423,Sleeping
2025-04-06 04:30,29.0,60.1,993,Sleeping
2025-04-06 04:40,27.0,57.5,1481,Sleeping
2025-04-06 04:50,29.5,60.8,1668,Sleeping
2025-04-06 05:00,25.0,58.1,1570,Idle
2025-04-06 05:10,32.1,60.5,700,Idle
2025-04-06 05:20,26.2,56.1,2093,Sleeping
2025-04-06 05:30,30.8,66.6,1625,Grooming
2025-04-06 05:40,25.9,61.6,1570,Sleeping
2025-04-06 05:50,27.1,56.8,700,Idle
2025-04-06 06:00,26.8,60.3,1810,Eating
2025-04-06 06:10,28.1,56.6,2661,Eating
2025-04-06 06:20,29.5,62.3,2495,Grooming
2025-04-06 06:30,26.5,55.3,1938,Eating
2025-04-06 06:40,30.1,58.8,828,Grooming
2025-04-06 06:50,28.0,67.1,1556,Eating
2025-04-06 07:00,27.5,56.7,1688,Eating
2025-04-06 07:10,26.1,59.4,1838,Eating
2025-04-06 07:20,31.9,60.4,1913,Eating
2025-04-06 07:30,26.4,62.0,881,Eating
2025-04-06 07:40,30.3,59.9,2700,Grooming
2025-04-06 07:50,28.6,62.7,1827,Eating
2025-04-06 08:00,25.4,55.7,1511,Eating
2025-04-06 08:10,30.9,67.9,1813,Eating
2025-04-06 08:20,28.8,59.0,1683,Eating
2025-04-06 08:30,29.6,51.8,1280,Eating
2025-04-06 08:40,27.7,58.3,1062,Eating
2025-04-06 08:50,28.0,51.6,1562,Eating
2025-04-06 09:00,25.0,61.8,1395,Grooming
2025-04-06 09:10,29.1,61.5,1123,Eating
2025-04-06 09:20,29.3,50.8,1492,Eating
2025-04-06 09:30,25.0,59.5,1998,Eating
2025-04-06 09:40,28.7,59.3,1784,Eating
2025-04-06 09:50,30.7,65.0,1838,Eating
2025-04-06 10:00,26.2,57.2,1983,Running
2025-04-06 10:10,29.4,61.0,1274,Running
2025-04-06 10:20,25.0,60.8,1954,Grooming
2025-04-06 10:30,32.3,61.4,1350,Idle
2025-04-06 10:40,25.9,66.2,2391,Idle
2025-04-06 10:50,28.0,61.8,867,Grooming
2025-04-06 11:00,26.8,56.3,1704,Running
2025-04-06 11:10,27.3,57.6,1718,Running
2025-04-06 11:20,30.4,55.1,1061,Eating
2025-04-06 11:30,29.5,55.7,1299,Running
2025-04-06 11:40,31.3,65.3,1495,Idle
2025-04-06 11:50,31.5,62.3,2024,Idle
2025-04-06 12:00,27.3,61.5,2107,Idle
2025-04-06 12:10,25.0,63.3,1581,Idle
2025-04-06 12:20,25.5,61.6,2700,Eating
2025-04-06 12:30,31.0,64.3,2160,Eating
2025-04-06 12:40,25.2,55.8,1382,Grooming
2025-04-06 12:50,26.1,61.4,2081,Eating
2025-04-06 13:00,30.5,56.3,1238,Eating
2025-04-06 13:10,28.9,66.9,2203,Grooming
2025-04-06 13:20,26.1,59.7,2370,Eating
2025-04-06 13:30,25.0,59.3,1221,Eating
2025-04-06 13:40,25.0,60.6,1763,Eating
2025-04-06 13:50,27.2,65.0,1344,Running
2025-04-06 14:00,25.0,65.5,1676,Eating
2025-04-06 14:10,28.3,58.5,952,Grooming
2025-04-06 14:20,25.0,60.1,1283,Idle
2025-04-06 14:30,29.3,64.5,982,Idle
2025-04-06 14:40,30.2,60.1,757,Eating
2025-04-06 14:50,26.4,61.7,2119,Eating
2025-04-06 15:00,29.6,57.0,1245,Running
2025-04-06 15:10,25.0,58.1,1471,Idle
2025-04-06 15:20,29.2,62.5,1999,Running
2025-04-06 15:30,27.9,57.4,1787,Running
2025-04-06 15:40,27.8,56.6,1967,Running
2025-04-06 15:50,33.7,65.4,1938,Grooming
2025-04-06 16:00,26.3,56.8,1801,Running
2025-04-06 16:10,32.3,62.9,2263,Grooming
2025-04-06 16:20,31.0,56.9,1806,Idle
2025-04-06 16:30,28.6,60.9,1431,Running
2025-04-06 16:40,28.3,60.5,1954,Running
2025-04-06 16:50,25.8,55.3,2180,Eating
2025-04-06 17:00,28.5,54.8,1454,Eating
2025-04-06 17:10,26.5,63.5,1758,Running
2025-04-06 17:20,25.0,60.1,1337,Eating
2025-04-06 17:30,26.5,64.0,1808,Running
2025-04-06 17:40,31.0,53.1,1830,Eating
2025-04-06 17:50,26.5,62.7,1993,Running
2025-04-06 18:00,25.0,68.2,1325,Running
2025-04-06 18:10,28.3,62.5,700,Running
2025-04-06 18:20,29.1,53.8,1697,Eating
2025-04-06 18:30,33.4,61.5,910,Running
2025-04-06 18:40,26.9,64.4,2210,Eating
2025-04-06 18:50,28.4,61.4,2053,Eating
2025-04-06 19:00,31.2,52.2,1077,Running
2025-04-06 19:10,25.0,60.0,2259,Eating
2025-04-06 19:20,27.6,58.2,2019,Eating
2025-04-06 19:30,25.0,67.0,934,Running
2025-04-06 19:40,28.1,63.6,1438,Running
2025-04-06 19:50,28.5,66.3,1417,Eating
2025-04-06 20:00,26.3,61.1,1641,Running
2025-04-06 20:10,28.2,67.7,1607,Running
2025-04-06 20:20,26.6,63.3,1600,Running
2025-04-06 20:30,26.0,62.3,1724,Running
2025-04-06 20:40,26.1,52.9,1184,Running
2025-04-06 20:50,25.7,61.0,1127,Running
2025-04-06 21:00,28.4,56.9,1148,Sleeping
2025-04-06 21:10,25.0,57.7,1375,Grooming
2025-04-06 21:20,29.1,63.5,2094,Grooming
2025-04-06 21:30,27.7,60.8,1331,Sleeping
2025-04-06 21:40,26.3,63.9,1436,Sleeping
2025-04-06 21:50,27.9,58.6,1531,Sleeping
2025-04-06 22:00,29.2,64.0,1738,Sleeping
2025-04-06 22:10,25.5,58.3,1567,Idle
2025-04-06 22:20,27.1,67.0,1291,Grooming
2025-04-06 22:30,30.2,64.2,1582,Sleeping
2025-04-06 22:40,27.7,61.1,1519,Sleeping
2025-04-06 22:50,26.8,57.9,1568,Sleeping
2025-04-06 23:00,28.1,56.9,952,Grooming
2025-04-06 23:10,25.0,64.8,1796,Grooming
2025-04-06 23:20,28.6,58.7,1749,Sleeping
2025-04-06 23:30,31.5,55.3,1336,Idle
2025-04-06 23:40,27.5,63.3,1812,Sleeping
2025-04-06 23:50,26.5,63.1,1506,Sleeping
2025-04-07 00:00,28.9,61.5,936,Sleeping
2025-04-07 00:10,29.5,61.0,1550,Sleeping
2025-04-07 00:20,30.0,61.5,700,Idle
2025-04-07 00:30,30.0,57.3,1313,Sleeping
2025-04-07 00:40,30.3,59.9,1577,Grooming
2025-04-07 00:50,25.0,53.6,2066,Idle
2025-04-07 01:00,28.7,63.0,863,Grooming
2025-04-07 01:10,28.0,66.1,1353,Grooming
2025-04-07 01:20,26.7,59.7,1965,Sleeping
2025-04-07 01:30,27.8,62.3,1733,Sleeping
2025-04-07 01:40,27.1,57.6,1458,Sleeping
2025-04-07 01:50,27.3,62.2,2518,Sleeping
2025-04-07 02:00,26.2,60.9,1067,Sleeping
2025-04-07 02:10,26.9,59.9,1308,Sleeping
2025-04-07 02:20,25.0,59.8,1175,Idle
2025-04-07 02:30,26.7,54.4,2037,Idle
2025-04-07 02:40,27.2,58.6,2076,Sleeping
2025-04-07 02:50,27.7,65.9,1111,Sleeping
2025-04-07 03:00,29.8,58.3,1803,Sleeping
2025-04-07 03:10,30.2,62.8,1383,Idle
2025-04-07 03:20,26.5,58.7,2053,Idle
2025-04-07 03:30,26.1,53.7,1676,Idle
2025-04-07 03:40,29.9,62.2,1304,Sleeping
2025-04-07 03:50,26.2,56.3,1022,Sleeping
2025-04-07 04:00,29.2,52.6,1328,Grooming
2025-04-07 04:10,26.6,50.5,994,Sleeping
2025-04-07 04:20,28.8,65.6,1739,Grooming
2025-04-07 04:30,32.4,54.9,2029,Idle
2025-04-07 04:40,30.0,63.2,1459,Sleeping
2025-04-07 04:50,26.0,57.7,1847,Sleeping
2025-04-07 05:00,26.7,67.2,1641,Grooming
2025-04-07 05:10,27.1,53.4,1113,Sleeping
2025-04-07 05:20,30.2,58.5,1552,Sleeping
2025-04-07 05:30,28.3,61.2,885,Sleeping
2025-04-07 05:40,27.0,59.5,700,Sleeping
2025-04-07 05:50,25.6,62.6,2470,Grooming
2025-04-07 06:00,29.2,56.6,1650,Eating
2025-04-07 06:10,29.9,59.0,1384,Eating
2025-04-07 06:20,28.4,66.1,1834,Grooming
2025-04-07 06:30,26.4,58.3,2151,Grooming
2025-04-07 06:40,25.0,62.1,2468,Grooming
2025-04-07 06:50,25.0,63.8,1818,Grooming
2025-04-07 07:00,28.1,64.9,1030,Eating
2025-04-07 07:10,26.4,63.9,2220,Grooming
2025-04-07 07:20,30.9,61.5,1608,Eating
2025-04-07 07:30,26.1,63.9,1672,Eating
2025-04-07 07:40,27.9,55.4,1276,Eating
2025-04-07 07:50,28.6,64.1,1567,Eating
2025-04-07 08:00,29.5,60.4,956,Grooming
2025-04-07 08:10,26.6,61.5,1237,Eating
2025-04-07 08:20,28.1,56.3,1794,Eating
2025-04-07 08:30,26.4,56.8,1861,Eating
2025-04-07 08:40,28.3,60.1,1543,Eating
2025-04-07 08:50,29.6,53.6,1730,Grooming
2025-04-07 09:00,26.4,57.3,700,Grooming
2025-04-07 09:10,27.8,58.6,1817,Eating
2025-04-07 09:20,29.2,56.2,879,Grooming
2025-04-07 09:30,28.0,53.1,1494,Eating
2025-04-07 09:40,30.2,67.4,1883,Eating
2025-04-07 09:50,25.7,50.0,1590,Eating
2025-04-07 10:00,28.0,61.0,1645,Running
2025-04-07 10:10,27.8,61.3,1637,Running
2025-04-07 10:20,27.2,55.1,1693,Running
2025-04-07 10:30,28.9,53.6,1363,Grooming
2025-04-07 10:40,25.0,60.2,1346,Grooming
2025-04-07 10:50,28.9,57.6,2700,Grooming
2025-04-07 11:00,28.1,59.9,1874,Running
2025-04-07 11:10,25.9,65.0,1165,Eating
2025-04-07 11:20,27.3,62.4,792,Grooming
2025-04-07 11:30,25.0,53.7,1628,Idle
2025-04-07 11:40,26.8,58.3,1409,Running
2025-04-07 11:50,30.5,62.4,2014,Idle
2025-04-07 12:00,29.9,65.4,1801,Eating
2025-04-07 12:10,29.9,56.9,1909,Running
2025-04-07 12:20,28.3,62.0,1921,Running
2025-04-07 12:30,25.0,59.9,2097,Grooming
2025-04-07 12:40,27.6,67.3,1494,Idle
2025-04-07 12:50,27.3,56.7,1328,Running
2025-04-07 13:00,28.9,58.8,2129,Grooming
2025-04-07 13:10,27.1,60.1,1551,Running
2025-04-07 13:20,25.0,63.5,1890,Grooming
2025-04-07 13:30,27.1,59.1,700,Eating
2025-04-07 13:40,25.9,61.8,1145,Grooming
2025-04-07 13:50,30.3,66.0,1401,Idle
2025-04-07 14:00,29.0,63.1,2191,Eating
2025-04-07 14:10,28.3,61.9,700,Grooming
2025-04-07 14:20,29.6,66.1,1561,Idle
2025-04-07 14:30,31.0,66.8,2082,Grooming
2025-04-07 14:40,26.0,65.1,1579,Idle
2025-04-07 14:50,27.3,61.4,2203,Eating
2025-04-07 15:00,28.2,64.2,2156,Eating
2025-04-07 15:10,28.1,60.7,1991,Running
2025-04-07 15:20,27.3,57.3,1749,Running
2025-04-07 15:30,27.5,61.3,1249,Running
2025-04-07 15:40,28.1,65.6,2058,Eating
2025-04-07 15:50,30.9,61.9,2027,Idle
2025-04-07 16:00,30.8,58.0,1649,Idle
2025-04-07 16:10,25.8,61.2,1902,Idle
2025-04-07 16:20,28.5,56.0,1312,Running
2025-04-07 16:30,28.8,60.7,1004,Running
2025-04-07 16:40,25.0,70.0,1800,Idle
2025-04-07 16:50,30.7,50.8,2542,Idle
2025-04-07 17:00,27.2,55.9,700,Running
2025-04-07 17:10,31.6,56.0,1310,Running
2025-04-07 17:20,31.1,62.3,1249,Running
2025-04-07 17:30,27.0,55.1,966,Eating
2025-04-07 17:40,28.9,58.5,1556,Running
2025-04-07 17:50,30.3,58.0,1970,Eating
2025-04-07 18:00,27.3,56.2,1061,Running
2025-04-07 18:10,28.1,64.5,1065,Running
2025-04-07 18:20,25.0,64.7,700,Running
2025-04-07 18:30,27.3,60.9,803,Eating
2025-04-07 18:40,28.8,68.3,1144,Running
2025-04-07 18:50,27.0,58.8,2601,Running
2025-04-07 19:00,30.1,54.5,2166,Running
2025-04-07 19:10,30.3,63.6,1406,Eating
2025-04-07 19:20,29.0,61.3,1811,Running
2025-04-07 19:30,29.1,62.9,1502,Running
2025-04-07 19:40,26.7,61.4,1727,Running
2025-04-07 19:50,31.2,61.0,1853,Running
2025-04-07 20:00,30.3,60.7,1409,Eating
2025-04-07 20:10,29.1,58.7,791,Running
2025-04-07 20:20,30.3,58.4,1936,Running
2025-04-07 20:30,30.4,58.2,1569,Running
2025-04-07 20:40,25.0,61.1,763,Eating
2025-04-07 20:50,29.9,60.2,2546,Eating
2025-04-07 21:00,25.0,54.5,1476,Idle
2025-04-07 21:10,30.2,60.3,1876,Sleeping
2025-04-07 21:20,29.2,61.5,2025,Idle
2025-04-07 21:30,31.8,64.9,1918,Idle
2025-04-07 21:40,29.0,59.2,739,Idle
2025-04-07 21:50,27.4,59.2,1630,Sleeping
2025-04-07 22:00,25.0,54.6,1154,Idle
2025-04-07 22:10,25.0,53.0,1449,Idle
2025-04-07 22:20,27.9,50.5,2439,Grooming
2025-04-07 22:30,25.0,55.9,1143,Idle
2025-04-07 22:40,26.7,57.4,818,Idle
2025-04-07 22:50,26.6,59.1,1544,Sleeping
2025-04-07 23:00,29.3,55.1,1057,Sleeping
2025-04-07 23:10,26.5,54.5,1989,Sleeping
2025-04-07 23:20,27.0,62.8,1619,Sleeping
2025-04-07 23:30,26.5,62.4,1716,Sleeping
2025-04-07 23:40,28.6,58.7,1476,Sleeping
2025-04-07 23:50,26.5,61.6,1925,Sleeping
2025-04-08 00:00,28.7,63.2,2115,Idle
2025-04-08 00:10,29.2,59.4,1646,Sleeping
2025-04-08 00:20,30.5,58.6,1687,Idle
2025-04-08 00:30,25.1,58.9,950,Sleeping
2025-04-08 00:40,26.1,60.7,1455,Sleeping
2025-04-08 00:50,28.6,66.0,1496,Sleeping
2025-04-08 01:00,28.1,56.0,1126,Sleeping
2025-04-08 01:10,25.8,58.2,873,Grooming
2025-04-08 01:20,28.4,60.0,1334,Sleeping
2025-04-08 01:30,28.8,55.7,2247,Grooming
2025-04-08 01:40,25.0,64.0,1618,Idle
2025-04-08 01:50,27.7,57.9,773,Idle
2025-04-08 02:00,31.3,56.5,2148,Sleeping
2025-04-08 02:10,27.9,60.3,1915,Sleeping
2025-04-08 02:20,28.5,55.6,1093,Sleeping
2025-04-08 02:30,28.9,57.5,1390,Sleeping
2025-04-08 02:40,29.6,61.0,1490,Sleeping
2025-04-08 02:50,25.4,64.8,865,Sleeping
2025-04-08 03:00,29.4,67.1,1871,Grooming
2025-04-08 03:10,27.8,60.8,1583,Sleeping
2025-04-08 03:20,27.4,64.8,1639,Sleeping
2025-04-08 03:30,29.0,58.9,1827,Sleeping
2025-04-08 03:40,30.5,64.4,2700,Grooming
2025-04-08 03:50,25.6,56.2,1574,Sleeping
2025-04-08 04:00,27.3,52.2,1291,Idle
2025-04-08 04:10,27.4,60.4,1810,Sleeping
2025-04-08 04:20,27.1,55.9,1123,Sleeping
2025-04-08 04:30,27.9,60.2,1287,Sleeping
2025-04-08 04:40,30.8,57.3,2047,Idle
2025-04-08 04:50,28.9,62.7,1195,Sleeping
2025-04-08 05:00,28.8,57.2,1897,Sleeping
2025-04-08 05:10,28.6,66.7,1663,Sleeping
2025-04-08 05:20,28.2,56.5,1127,Sleeping
2025-04-08 05:30,27.9,57.5,1009,Sleeping
2025-04-08 05:40,28.3,62.3,1446,Sleeping
2025-04-08 05:50,30.4,57.3,1823,Sleeping
2025-04-08 06:00,32.3,54.6,748,Eating
2025-04-08 06:10,30.0,59.2,1857,Eating
2025-04-08 06:20,27.1,63.2,2330,Eating
2025-04-08 06:30,27.8,69.7,1100,Grooming
2025-04-08 06:40,30.2,64.2,1079,Eating
2025-04-08 06:50,31.5,56.2,1672,Grooming
2025-04-08 07:00,29.6,55.9,2182,Grooming
2025-04-08 07:10,30.8,61.3,1069,Grooming
2025-04-08 07:20,28.7,60.5,2246,Grooming
2025-04-08 07:30,27.0,68.3,1447,Eating
2025-04-08 07:40,27.3,61.4,1081,Eating
2025-04-08 07:50,29.8,64.0,1635,Eating
2025-04-08 08:00,26.0,56.3,2334,Grooming
2025-04-08 08:10,30.8,55.9,2318,Eating
2025-04-08 08:20,25.0,65.2,2251,Eating
2025-04-08 08:30,26.6,58.1,1008,Eating
2025-04-08 08:40,26.9,65.6,1935,Grooming
